run_id,line,total_overload_index,positive_overload_index,negative_overload_index,maximum_overload_mw,overloaded_run_hours,maximum_market_utilization,overload_during_shedding_index,shedding_associated_with_overload_mw,rd_volume,curtailment,scenario,case_study,design,sigma
64,5,861.8375336367062,0.0,861.8375336367053,196.86406255779772,9,1.082808416033913,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,6,0.0,0.0,0.0,0.0,0,0.6944550948036136,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,7,664.7013886328137,664.7013886328137,0.0,304.8774590834139,3,1.4430209480309528,664.7013886328137,1230.3239834930569,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,8,60.917162925716525,60.917162925716525,0.0,60.917162925716525,1,1.0885194312227693,60.917162925716525,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,9,0.0,0.0,0.0,0.0,0,0.8160871680941656,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,0,0.0,0.0,0.0,0.0,0,0.4464004119197433,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,1,0.0,0.0,0.0,0.0,0,0.6539926590353967,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,10,0.0,0.0,0.0,0.0,0,0.3395975399472896,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,11,0.0,0.0,0.0,0.0,0,0.8486755271819528,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,12,42.421965286823024,0.0,42.421965286823024,42.421965286823024,1,1.0616438464660731,42.421965286823024,372.7762861563474,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,13,0.0,0.0,0.0,0.0,0,0.5738951829181925,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,14,0.0,0.0,0.0,0.0,0,0.9849176019976852,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,15,0.0,0.0,0.0,0.0,0,0.5126762663308316,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,16,0.0,0.0,0.0,0.0,0,0.4617957195239957,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,17,0.0,0.0,0.0,0.0,0,0.797632872333758,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,18,0.0,0.0,0.0,0.0,0,0.4970246669157094,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,19,0.0,0.0,0.0,0.0,0,0.8372541882984584,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
65,2,0.0,0.0,0.0,0.0,0,0.5295597864297947,0.0,0.0,130025.13670607652,36739.547108196566,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
